Date,Volume,Number of Unique Addresses,Total Transactions,Miner Revenue,Hash Rate,Difficulty,Manpool Count,Average Block Size,Google Trends,positive_news_count,neutral_news_count,negative_news_count,avg_news_sentiment_score,avg_stackex_sentiment_score,Fear & Greed Index,BTC_return,DASH_return,DOGE_return,ETH_return,LTC_return,XRP_return,Gold_return,Silver_return,Copper_return,Oil_return,DXY_return,10Y_Treasury_return,DJIA_return,SP500_return,NASDAQ_return,JP225_return,CSI300_return,SGD/USD_return,RUB/USD_return,JPY/USD_return,GBP/USD_return,EUR/USD_return,CNY/USD_return,CAD/USD_return,AUD/USD_return,is_difficulty_updated,Next_Day_BTC_Return
11/2/18,6122189824,368625,298604656,16243960.93,22043211.74,2.87467E+12,5795.609375,1.006919152,16,645,390,174,0.116468321,0.054166667,31,-0.057055887,-0.08528516,-0.006614552,-0.053177834,-0.042437621,-0.062181238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097983151
12/2/18,6256439808,368625,298604656,16243960.93,21200794.83,2.87467E+12,5795.609375,1.006919152,18,487,539,394,0.024413873,0.058666667,42,0.097983151,0.069903091,0.104116223,0.066343013,0.084408271,0.076531562,0.00845326,0.02680573,0.017523628,0.001520273,-0.00254316,0.009897532,0.016963781,0.013914585,0.015633119,0,0.01287591,0.002847694,-0.000582852,-0.002496201,-0.007715851,-0.000649226,0.006269374,0.000285807,0.004199037,0,-0.036773445
13/2/18,5696719872,368625,298604656,16243960.93,21200794.83,2.87467E+12,5790.494792,1.006919152,16,372,667,290,0.009765463,-0.061090226,35,-0.036773445,-0.04042789,0.030336257,-0.026992962,-0.012453075,-0.049583218,0.002945193,-0.002477663,0.025020276,-0.001686664,-0.005653499,-0.005950367,0.001592588,0.00261293,0.004518761,-0.006451008,0.01170349,0.003652062,0.009855951,0.000979219,0.001800768,0.004159049,-0.006261749,0.000795499,0.00498197,0,0.104243783
14/2/18,7909819904,368625,299306169,16243960.93,21200794.83,2.87467E+12,5790.494792,1.006919152,15,497,732,440,0.021475255,0.04213944,55,0.104243783,0.140227809,0.193685704,0.092637963,0.337221206,0.111163028,0.020630995,0.021263696,0.023458513,0.023821589,-0.006465933,0.025704294,0.010269334,0.013402458,0.018551389,-0.00426035,0.007960347,-0.000136239,0.002310002,0.008695652,0.00249994,0.004063798,-0.002125708,-0.000953337,0.000236667,0,0.07075268
15/2/18,9062540288,475030,299306169,16956455.44,21200794.83,2.87467E+12,6041.291667,1.063894962,18,510,834,482,-0.0129092,0.007522869,71,0.07075268,0.036643422,0.091679049,0.014525342,0.056557266,0.004589936,-0.002508317,-0.004804803,0.003252344,0.012211249,-0.005947109,-0.007552377,0.012327677,0.012069113,0.015791721,0.014692637,0,0.007086719,0.016247983,0.010991379,0.009278489,0.009188296,-0.000944658,0.008476177,0.008562502,0,0.006639518
16/2/18,7296159744,475030,299306169,16956455.44,21822998.38,2.87467E+12,6041.291667,1.063894962,15,444,683,423,-0.006372839,0.075386746,67,0.006639518,-0.007096615,-0.042602423,0.007720591,0.020840534,-0.007699241,0.000813531,-0.004887688,0.001234933,0.005542878,0.005756882,-0.004842594,0.000754422,0.00037347,-0.002337232,0.011892372,0,0.003990658,0.00549949,0.004476657,0.006304309,0.00291403,-0.000190379,9.61E-05,0.001953753,0,0.085871445
17/2/18,8660880384,475030,299306169,16956455.44,21822998.38,2.87467E+12,3507.057292,1.063894962,15,269,320,457,-0.171936329,0.009171598,74,0.085871445,0.061959335,0.002132499,0.031671945,-0.002863659,0.058829698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.050473816
18/2/18,8744009728,475030,300060611,16956455.44,21822998.38,2.87467E+12,3507.057292,1.063894962,15,167,362,160,-0.003840784,0.033653846,63,-0.050473816,-0.0712499,-0.088665059,-0.051527766,-0.059830493,-0.070142228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063827974
19/2/18,7652089856,436342,300060611,23360784.68,21822998.38,2.87467E+12,4670.927083,1.006584074,14,267,502,333,-0.04702686,0.056738437,67,0.063827974,0.057234819,0.042496887,0.021586228,0.033935063,0.021384069,0,0,0,0,0,0,0,0,0,0.019749356,0,-0.002691295,-0.000958557,-0.001379457,-0.005149541,-0.007335487,0.001117106,-0.005957656,-0.004003112,0,0.015892706
20/2/18,9926540288,436342,300060611,23360784.68,22537502.53,2.87467E+12,4670.927083,1.006584074,16,529,1108,523,-0.017227639,-0.00535564,74,0.015892706,-0.059956055,0.059280275,-0.05137813,0.043908018,-0.048024337,-0.018031261,-0.016172534,-0.017576294,0.003566816,0.006958505,0.005561277,-0.010096634,-0.005841389,-0.000712781,-0.010118253,0,-0.001834022,0.001072356,-0.004250345,-0.002770188,-0.00106672,-0.001306062,-0.00081117,-0.000395601,0,-0.062549856
21/2/18,9405339648,436342,300060611,23360784.68,22537502.53,3.00738E+12,3564.072917,1.006584074,16,537,713,277,0.055240602,0.026923077,54,-0.062549856,-0.021395743,-0.072314632,-0.050705199,-0.083740216,-0.067987788,0.000903034,0.010898074,0.00800371,-0.003554139,0.00401249,0.017283164,-0.006688258,-0.005496503,-0.002222752,0.002084868,0,-0.003637984,-0.002367931,-0.006189307,0.000601744,-0.005107012,0.000349162,-0.006326227,-0.003539055,1,-0.064113631
22/2/18,8040079872,436342,300812154,23360784.68,22537502.53,3.00738E+12,3564.072917,1.006584074,15,401,616,278,0.012628649,0.044047619,44,-0.064113631,-0.05582165,-0.048928734,-0.043679181,-0.084573877,-0.072486451,0.00045111,-0.001505638,0.008095913,0.017671857,-0.003663431,-0.00883453,0.006641771,0.000973551,-0.001127719,-0.010667385,0.021621536,-0.00386628,-0.003503815,-0.001610652,-0.006495923,-0.004335518,-6.35E-05,-0.00399266,-0.010464541,0,0.029595163
23/2/18,7739500032,424503,300812154,19432244.56,22537502.53,3.00738E+12,4653.734375,1.006292973,13,389,525,175,0.066005142,0.040214646,39,0.029595163,-0.002058635,0.062150503,0.063165864,0.071686808,0.060594291,-0.001803716,-0.006212717,-0.008957543,0.012426299,0.001448437,-0.015769627,0.013921283,0.016028376,0.017655854,0.007192523,0.004529215,0.003804482,0.004366812,0.006883201,0.003083362,0.00364929,-0.000571193,-0.001125017,0.005267727,0,-0.047376427
24/2/18,6917929984,424503,300812154,19432244.56,22619613.71,3.00738E+12,4653.734375,1.006292973,11,231,607,117,0.030350576,-0.013076923,31,-0.047376427,-0.058021665,-0.048736462,-0.027394483,0.000539831,-0.044503922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015116558
25/2/18,5706939904,424503,300812154,19432244.56,22619613.71,3.00738E+12,4699.270833,1.006292973,11,200,391,100,0.043886975,-0.035096154,33,-0.015116558,-0.005583135,-0.028779254,0.005109942,0.052778644,-0.011436523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072632106
26/2/18,7287690240,424503,301478395,19432244.56,22619613.71,3.00738E+12,4699.270833,1.006292973,12,407,604,271,0.027313105,-0.06765873,37,0.072632106,0.049994244,0.032074243,0.029006528,0.002208865,0.014172961,0.001882247,0.004005826,-0.003895842,0.005664841,-0.00066753,-0.004179757,0.015775561,0.011757015,0.011457728,0.011914959,0.011625809,-0.000999954,0.002540937,-0.00245674,0.001075752,-0.00320687,0.003619622,0.005021242,-0.00014159,0,0.03462041
27/2/18,6966179840,494788,301478395,21628887.79,22619613.71,3.00738E+12,11954.36458,1.01619215,13,434,860,525,-0.028950962,-0.090909091,44,0.03462041,-0.008728866,-0.007572172,0.010295477,-0.019745506,-0.00998472,-0.011422523,-0.011848576,-0.012046329,-0.014082327,0.006012034,0.017138868,-0.011639391,-0.012706889,-0.012276542,0.010663197,-0.014432239,0.003359405,0.012447198,0.000107078,-0.000111684,0.002314617,0.00209434,-0.002799112,0.001468412,0,-0.030552998
28/2/18,6936189952,494788,301478395,21628887.79,23129455.07,3.00738E+12,11954.36458,1.01619215,12,460,719,516,-0.045919941,-0.047916667,41,-0.030552998,-0.051244988,-0.043395327,-0.026263189,-0.063268966,-0.045098512,0,-0.001345973,-0.015835298,-0.021742564,0.002766711,-0.013755145,-0.014987392,-0.011095789,-0.007822318,-0.014364501,-0.008706398,-0.006214622,-0.010458389,-0.003319058,-0.00432464,-0.006922132,-0.000410416,-0.006820185,-0.007170783,0,0.053193394
1/3/18,7317279744,494788,301478395,21628887.79,23129455.07,3.00738E+12,11127.60417,1.01619215,11,450,796,387,-0.016735824,0.023333333,38,0.053193394,0.056891611,0.032735128,0.019879628,0.033785926,0.026270686,-0.009578089,-0.007596094,-0.00257446,-0.010545064,-0.00320054,-0.022315247,-0.016789141,-0.013324399,-0.012711341,-0.015577569,0.006323824,-0.00035492,-0.001855183,0.007304759,-0.010921122,-0.003193702,-0.002248738,-0.004823644,-0.003572153,0,0.012364203
2/3/18,7620590080,494788,302309658,21628887.79,23129455.07,3.00738E+12,11127.60417,1.01619215,11,513,941,679,-0.039311205,0.053044015,47,0.012364203,-0.022504297,-0.117940467,-0.017595717,0.01337783,-0.019607993,0.013968802,0.011851817,0.000483991,0.004262966,-0.004207233,0.018901645,-0.002881872,0.005071603,0.010766578,-0.024987033,-0.008057447,0.001973952,-0.008166714,0.004479044,0.0015428,0.006527627,-0.004165743,7.06E-05,-0.000139072,0,0.036377886
3/3/18,6690570240,416967,302309658,26214536.43,23129455.07,3.00738E+12,4617.494792,0.976833517,11,456,396,309,0.013469595,-0.017207792,56,0.036377886,0.011419237,-0.033017147,0.000434086,-0.008999955,-0.002570977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001993038
4/3/18,6084149760,416967,302309658,26214536.43,24090512.76,3.00738E+12,4617.494792,0.976833517,9,188,293,120,0.019506156,-0.00625,44,0.001993038,0.016315491,0.037917374,0.011027447,0.014982651,0.107662006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005272502
5/3/18,6468539904,416967,302309658,26214536.43,24090512.76,3.23358E+12,5703.104167,0.976833517,11,360,619,320,0.003459969,-0.003303872,55,0.005272502,-0.009521518,-0.051617594,-0.014992832,-0.012273177,-0.045917639,-0.002270835,-0.003294342,0.001451116,0.021551015,0.001556586,0.008400395,0.013721509,0.011032026,0.010035981,-0.00658829,0.000407324,0.001955519,-0.002952868,0.005839261,0.001421371,0.003633003,0.001118902,-0.004344947,-0.00128788,1,-0.068554296
6/3/18,6832169984,416967,303041352,26214536.43,24090512.76,3.23358E+12,5703.104167,0.976833517,11,375,585,466,-0.028523352,0.026662458,59,-0.068554296,-0.058685917,-0.116519739,-0.043028839,-0.069013875,-0.038026037,0.011759351,0.02307509,0.010143327,0.000479444,-0.005106562,-0.001388389,0.00037626,0.002638859,0.005633807,0.017853261,0.012062352,0.001084719,0.009568288,-0.006544226,0.004155126,0.001714923,0.00022226,-0.007072985,0.001584845,0,-0.075541521
7/3/18,8797910016,474917,303041352,21157511.25,24090512.76,3.23358E+12,4869.223958,1.022321911,13,333,833,399,-0.019629137,0.009259259,37,-0.075541521,-0.111960067,-0.127114967,-0.078486955,-0.054740279,-0.055994988,-0.005698842,-0.017170245,-0.007331846,-0.023162891,0.000223127,0.002085438,-0.003325806,-0.000483875,0.003342391,-0.007705711,-0.007355373,6.06E-05,-0.007446688,0.006693583,0.003447795,0.006493717,0.006259999,0.002393493,0.002491313,0,-0.057253176
8/3/18,7186089984,474917,303041352,21157511.25,24656663.7,3.23358E+12,4869.223958,1.022321911,12,453,865,403,0.015177106,0.015437539,39,-0.057253176,-0.038782227,0.000248509,-0.064071466,-0.050194,-0.052057479,-0.004600284,0.000487054,-0.017822746,-0.016843869,0.00535479,-0.005896622,0.00378413,0.004463078,0.004231685,0.005427522,0.010143674,0.003425741,0.000852563,-0.006121372,0.000444601,-0.000161074,-0.00246697,0.003308446,0.005237377,0,-0.006116009
9/3/18,8704190464,474917,303041352,21157511.25,24656663.7,3.29061E+12,4235.46875,1.022321911,14,453,719,387,0.017591982,-0.022581002,37,-0.006116009,0.011508301,0.030062112,0.034516243,0.060375827,0.028944509,0.001894083,0.006692547,0.018800028,0.031936161,-0.000332961,0.009769755,0.017695343,0.017378831,0.017886477,0.004732711,0.007667525,-0.002506348,-0.005167812,-0.002017628,-0.007234147,-0.00870101,-0.002618546,0.000783407,-0.004667106,1,-0.050500379
10/3/18,5386319872,474917,303857516,21157511.25,24656663.7,3.29061E+12,4235.46875,1.022321911,10,155,297,126,-0.000160381,-0.023684211,39,-0.050500379,-0.030330379,-0.041726966,-0.057655478,-0.050414626,-0.062528197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080377835
11/3/18,6296370176,349041,303857516,18210037.11,24656663.7,3.29061E+12,3805.213542,1.013150765,10,177,366,132,0.025821185,0.086032197,40,0.080377835,0.097976908,0.059652655,0.053063771,0.063095024,0.043301315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.03899407
12/3/18,6457399808,349041,303857516,18210037.11,24840322.33,3.29061E+12,3805.213542,1.013150765,11,321,856,392,-0.037337604,0.081818182,41,-0.03899407,-0.05736326,-0.042280285,-0.032499279,-0.056693477,-0.036184821,-0.002268602,-0.004532749,-0.003851041,-0.010960675,-0.002108945,-0.008293078,-0.006201944,-0.001273985,0.003638468,0.016527402,0.004575716,0.000501739,0.007592191,-0.004575442,0.003602143,0.000172265,0.00206736,0.006548642,0.009254755,0,-0.001115739
13/3/18,5991139840,349041,303857516,18210037.11,24840322.33,3.29061E+12,3477.505208,1.013150765,11,358,726,270,0.00614195,-0.008815427,41,-0.001115739,-0.0277859,-0.017857143,-0.012865917,-0.013757173,-0.014152688,0.004926482,0.005342684,0.004832431,-0.010593245,-0.002669609,-0.007665448,-0.006814518,-0.006363577,-0.010188034,0.006601453,-0.008821668,0.003231369,-0.003739165,0.005986104,0.003769649,0.002504722,-9.49E-05,-0.002327977,0.001298538,0,-0.100604151
14/3/18,6438230016,349041,304549889,18210037.11,24840322.33,3.29061E+12,3477.505208,1.013150765,13,405,768,486,-0.046730319,0.1125,40,-0.100604151,-0.125395716,-0.11010101,-0.110788964,-0.083518221,-0.111191344,-0.001131307,-0.00555595,0.006732974,0.004117938,0.000446055,-0.01088488,-0.009953608,-0.005724522,-0.001890519,-0.008685801,-0.004377289,0.000320128,-0.003127666,-0.00233769,0.004652123,0.004275672,0.001379747,-0.008867468,-0.001893838,0,0.003754715
15/3/18,6834429952,459150,304549889,14891789.56,24840322.33,3.29061E+12,2194.755208,0.770433132,14,340,711,397,-0.035225069,0.035757576,32,0.003754715,-0.018807986,0.003405221,-0.004862515,0.020949591,-0.006600566,-0.005738429,-0.006922841,-0.009235682,0.003772959,0.004905267,0.003194911,0.004666793,-0.00078193,-0.002010165,0.001224218,0.005601785,0.002200832,0.001882487,0.003301736,-5.58E-05,-0.001349221,0.000695243,0.000386118,0.002774246,0,0.00451631
16/3/18,5289379840,459150,304549889,14891789.56,24443064.12,3.29061E+12,2194.755208,0.770433132,83,443,724,403,-0.017031975,0.105608607,33,0.00451631,0.017423063,-0.007352941,-0.015766297,0.005921831,-0.011486264,-0.004176792,-0.009233839,-0.005785961,0.018793946,0.000998491,0.007784882,0.002928785,0.001703447,3.34E-05,-0.005844788,-0.009701787,-0.004313476,-0.008255993,-0.001380042,-0.002355501,-0.005366196,-0.000776868,-0.007639085,-0.011473656,0,-0.050545941
17/3/18,4426149888,459150,304549889,14891789.56,24443064.12,3.29061E+12,1275.130208,0.770433132,72,246,405,187,-0.004655489,0.069191919,31,-0.050545941,-0.0898772,-0.06011396,-0.081252759,-0.075436706,-0.074578531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038752616
18/3/18,6639190016,459150,305285642,14891789.56,24443064.12,3.29061E+12,1275.130208,0.770433132,91,300,435,203,0.021204264,0.052834225,29,0.038752616,0.017731369,-0.033040315,-0.025570816,0.007223758,0.032798926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049487665
19/3/18,6729110016,421648,305285642,16605902.4,24443064.12,3.29061E+12,1527.520833,0.678044703,84,624,1150,429,0.034179074,-0.001746795,29,0.049487665,0.038503388,0.078369906,0.033569541,0.045874015,0.137076739,0.004194311,0.00327117,-0.007597791,-0.004491479,-0.00365734,-0.001053378,-0.013452768,-0.014204195,-0.018410877,-0.009024026,0.00439434,-0.002686571,-0.000861178,0.003189114,0.000348671,-0.00230884,-0.002730634,-0.003078895,-0.0094141,0,0.03276918
20/3/18,6361789952,421648,305285642,16605902.4,25073739.77,3.29061E+12,1527.520833,0.678044703,83,486,650,255,0.050668296,-0.002083333,37,0.03276918,0.047769144,0.061337209,0.000806455,0.047628819,-0.05242699,-0.004328731,-0.007997488,-0.014334553,0.02159201,0.005228045,0.011950763,0.004727959,0.001481805,0.002731334,-0.004652025,0.000848304,0.001603897,-0.00465437,-0.000317898,0.005862947,0.004564853,0.001045806,0.000871927,-0.001001808,0,0.001773781
21/3/18,6043129856,421648,305285642,16605902.4,25073739.77,3.46254E+12,1933.588542,0.678044703,80,380,646,410,-0.059355362,-0.011051587,36,0.001773781,0.013131974,0.00219118,0.008178771,0.001392044,-0.022744148,0.007322077,0.014387619,0.00760205,0.027917927,-0.006528759,0.00972564,-0.001818194,-0.00184399,-0.002581341,0,-0.004084136,-0.001896068,0.003925644,-0.004451982,-0.001456659,-0.006885874,-0.000202611,0.000473518,-0.002307896,1,-0.022488996
22/3/18,5530390016,421648,306033506,16605902.4,25073739.77,3.46254E+12,1933.588542,0.678044703,75,386,699,264,0.029732987,0.011111111,36,-0.022488996,-0.053269437,-0.035802132,-0.039217934,-0.031824556,-0.044576396,0.004467347,-0.001773017,-0.011973094,-0.013349626,0.000891087,-0.02579981,-0.029349761,-0.025162889,-0.024316244,0.009869502,-0.010022334,0.004525722,0.011788384,0.005110733,0.010100094,0.007815931,0.001944195,0.013739895,0.010955032,0,0.01731694
23/3/18,5954120192,430897,306033506,14416156.91,25073739.77,3.46254E+12,3491.916667,0.830547677,72,569,964,417,0.018053282,0.013235294,28,0.01731694,0.039123677,0.009070295,-0.000153803,0.025416709,-0.029527252,0.017111468,0.012371484,-0.009130197,0.024572226,-0.004673917,-0.000706248,-0.017726578,-0.02096688,-0.024280455,-0.04511538,-0.028707334,-0.002636531,-0.008297812,0.009216102,-0.00223027,-0.001835975,-0.002224849,-0.002622001,-0.010455601,0,-0.023818587
24/3/18,5664600064,430897,306033506,14416156.91,24653093.04,3.46254E+12,3491.916667,0.830547677,63,343,458,130,0.051046939,0.069868742,32,-0.023818587,-0.006660299,0.008426966,-0.024424626,-0.048864364,-0.002968121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019882032
25/3/18,4569880064,430897,306033506,14416156.91,24653093.04,3.46254E+12,1587.536458,0.830547677,60,289,436,161,0.018026975,0,30,-0.019882032,-0.030199543,-0.02367688,-0.004087916,0.002837813,0.000951329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.033708485
26/3/18,5921039872,430897,306691342,14416156.91,24653093.04,3.46254E+12,1587.536458,0.830547677,85,320,543,312,-0.030627915,-0.007142857,31,-0.033708485,-0.050803118,-0.061626248,-0.065490846,-0.067858166,-0.066075234,0.003779719,0.006170555,-0.008041524,-0.00500902,-0.00458412,0.004593644,0.028444938,0.027157256,0.032586997,0.007189894,-0.006413038,0.000600018,0.003381283,0.001049648,0.002334442,0.002383775,0.00232483,0.003912953,0.001965298,0,-0.045845048
27/3/18,5378250240,414091,306691342,15343941.65,24653093.04,3.46254E+12,2661.083333,0.763199125,75,391,536,439,-0.04928287,-0.003703704,24,-0.045845048,-0.092399947,-0.043782305,-0.081304033,-0.090081065,-0.035942179,-0.009672161,-0.008597863,0.01047117,-0.004576705,0.003818982,-0.020049217,-0.014250067,-0.017276309,-0.029323289,0.026544258,0.008602273,0.005306187,-0.001713502,-0.006081577,0.006450532,0.008346844,0.007590313,0.003475214,0.00616713,0,0.015503552
28/3/18,4935289856,414091,306691342,15343941.65,25105502.59,3.46254E+12,2661.083333,0.763199125,72,542,816,332,0.027000059,0.029411765,24,0.015503552,-0.009826617,-0.00127186,-0.008524482,-0.029695408,0.000147073,-0.012748898,-0.017223628,0.00083572,-0.013333375,0.007720653,-0.003948284,-0.000389435,-0.002916657,-0.008500741,-0.013416778,-0.018029275,-0.000992847,-0.003318457,0,-0.004394993,-0.003983146,-0.0014991,-0.003292459,-0.008840726,0,-0.099161703
29/3/18,6361229824,414091,306691342,15343941.65,25105502.59,3.46254E+12,1887.338542,0.763199125,86,484,927,413,0.005792654,0.045833333,18,-0.099161703,-0.062576915,-0.099968163,-0.135141931,-0.129551291,-0.115035849,-0.001057168,0.001110747,0.008350065,0.008698435,0.000999378,-0.012252309,0.010679511,0.013769719,0.016436384,0.006075205,0.01335886,-0.002210266,-0.005453502,-0.012343074,-0.006772547,-0.007865975,-0.002192349,-0.0031269,-0.003577199,0,-0.038402413
30/3/18,6289509888,414091,307435858,15343941.65,25105502.59,3.46254E+12,1887.338542,0.763199125,97,400,434,336,0.022584872,-0.046666667,12,-0.038402413,-0.055147084,-0.02263884,0.022481144,0.034173638,-0.003804477,0,0,0,0,0,0,0,0,0,0.013952435,0.00114223,0.001068212,0.008138528,0.003204443,-0.003619231,-0.000602749,0.001063957,0.00247526,0.003357667,0,0.012046952
31/3/18,4553269760,332753,307435858,11496221.15,25105502.59,3.46254E+12,1565.296875,0.676326477,70,323,459,135,0.049832715,0.009090909,16,0.012046952,-0.017227811,0.020267825,0.004591498,-0.016787781,0.005471347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018541515
1/4/18,4532100096,332753,307435858,11496221.15,24933378.67,3.46254E+12,1565.296875,0.676326477,74,323,404,203,0.01352129,0.1,16,-0.018541515,-0.046552271,-0.035473572,-0.042501472,-0.011877522,-0.053228957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035003182
2/4/18,4333440000,332753,307435858,11496221.15,24933378.67,3.51106E+12,1001.786458,0.676326477,79,417,641,217,0.031097333,0,11,0.035003182,0.069553761,0.028687017,0.017960663,0.035444617,0.032174069,0.014590207,0.024902993,0.007121521,-0.029719804,-0.001109245,-0.003283409,-0.019039864,-0.022337423,-0.027370488,-0.003063288,-0.002970067,-0.000251693,0.00251918,0.00149063,0.000631532,0.000923363,0.001069115,-0.000457488,-0.000360405,1,0.052557959
